Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission
dayz,2013,3.9,5.7,53000,Diesel,Dealer,Manual
yamaha ybr 125g 150 street,2016,0.6,0.8,20000,Petrol,Individual,Manual
elantra,2014,4.4,7.13,34000,Petrol,Dealer,Manual
sonata,2013,6.15,9.4,45000,Diesel,Dealer,Manual
Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual
Yamaha FZ 16,2015,0.75,0.82,18000,Petrol,Individual,Manual
elantra,2015,11.75,14.79,43535,Diesel,Dealer,Manual
sportage,2015,5.8,7.71,25870,Petrol,Dealer,Manual
Honda CB Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual
mira,2016,2.85,3.95,25000,Petrol,Dealer,Manual
zxmco kpr 220,2010,0.52,0.94,45000,Petrol,Individual,Manual
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic
fx,2013,1.05,1.9,5400,Petrol,Individual,Manual
yamaha ybr 125g 150 street,2016,0.6,0.8,20000,Petrol,Individual,Manual
unique 150,2008,0.25,0.75,26000,Petrol,Individual,Manual
Honda CB Hornet 160R,2016,0.6,0.87,15000,Petrol,Individual,Manual
yamaha ybr,2015,1.35,2.37,21700,Petrol,Individual,Manual
Hero Splender iSmart,2015,0.4,0.54,14000,Petrol,Individual,Manual
camry,2006,2.5,23.73,142000,Petrol,Individual,Automatic
city,2015,8.5,13.6,40324,Petrol,Dealer,Manual
city,2016,10.25,13.6,49562,Petrol,Dealer,Manual
Honda 125,2016,1.05,1.26,5700,Petrol,Individual,Manual
mg hs,2016,20.75,25.39,29000,Diesel,Dealer,Automatic
Honda ct 100,2015,0.18,0.32,35000,Petrol,Individual,Manual
faw v2,2014,3.95,6.76,71000,Diesel,Dealer,Manual
Yamaha FZ S V 2.0,2017,0.78,0.84,5000,Petrol,Individual,Manual
santro,2016,2.9,4.43,12500,Petrol,Dealer,Manual
Honda CBR 150,2014,0.65,1.2,23500,Petrol,Individual,Manual
suzuki 150,2016,1.15,1.4,35000,Petrol,Individual,Manual
dzire,2014,5.5,8.06,45780,Diesel,Dealer,Manual
Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual
fx Classic 500,2012,0.95,1.75,11500,Petrol,Individual,Manual
amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual
potohar,2010,3.25,6.79,58000,Diesel,Dealer,Manual
Hero  Ignitor Disc,2013,0.2,0.65,24000,Petrol,Individual,Manual
fx,2013,1.05,1.9,5400,Petrol,Individual,Manual
mg hs,2017,18.0,19.77,15000,Diesel,Dealer,Automatic
Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual
fx Classic 500,2009,0.9,1.75,40000,Petrol,Individual,Manual
sonata,2013,6.15,9.4,45000,Diesel,Dealer,Manual
swift,2011,3.0,4.99,20000,Petrol,Dealer,Manual
potohar,2017,7.9,8.1,3435,Petrol,Dealer,Manual
Yamaha FZ S V 2.0,2017,0.78,0.84,5000,Petrol,Individual,Manual
mehran,2017,1.7,1.82,1400,Petrol,Individual,Manual
potohar,2012,3.75,6.79,35000,Petrol,Dealer,Manual
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual
TVS Jupyter,2014,0.35,0.52,19000,Petrol,Individual,Automatic
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual
yamaha ybr 125g 220,2017,0.9,0.95,1300,Petrol,Individual,Manual
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual
city,2010,3.25,9.9,38000,Petrol,Dealer,Manual
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual
pridorR 160,2012,0.6,0.81,19000,Petrol,Individual,Manual
picanto,2016,5.5,5.97,5600,Petrol,Dealer,Manual
Hero Honda Passion Pro,2012,0.3,0.51,60000,Petrol,Individual,Manual
sonata,2012,4.5,9.4,36000,Petrol,Dealer,Manual
Suzuki Access 125,2008,0.25,0.58,1900,Petrol,Individual,Automatic
Yamaha FZ S ,2012,0.4,0.83,5500,Petrol,Individual,Manual
dzire,2015,4.65,7.2,48767,Petrol,Dealer,Manual
wagon r,2013,2.9,4.41,56879,Petrol,Dealer,Manual
Yamaha FZ S V 2.0,2015,0.55,0.84,58000,Petrol,Individual,Manual
dzire,2015,4.65,7.2,48767,Petrol,Dealer,Manual
dzire,2015,4.65,7.2,48767,Petrol,Dealer,Manual
sonata,2013,4.8,9.4,60241,Petrol,Dealer,Manual
Hero Honda CBZ extreme,2011,0.38,0.787,75000,Petrol,Individual,Manual
vitz,2012,3.1,5.98,51439,Diesel,Dealer,Manual
faw v2,2015,4.5,7.7,40588,Petrol,Dealer,Manual
faw v2 ,2014,4.1,6.8,39485,Petrol,Dealer,Manual
sonata,2017,9.1,9.4,15141,Petrol,Dealer,Manual
ek wagon,2013,4.0,4.6,30000,Petrol,Dealer,Manual
suzuki 150,2016,1.15,1.4,35000,Petrol,Individual,Manual
corolla altis,2016,14.25,20.91,12000,Petrol,Dealer,Manual
city,2016,8.99,11.8,9010,Petrol,Dealer,Manual
TVS Sport ,2017,0.48,0.52,15000,Petrol,Individual,Manual
vitz,2011,2.35,4.89,54200,Petrol,Dealer,Manual
fortuner,2010,9.25,20.45,59000,Diesel,Dealer,Manual
sportage,2016,7.75,10.79,43000,Diesel,Dealer,Manual
potohar,2014,6.0,7.6,77632,Diesel,Dealer,Manual
Hero Hunk,2007,0.2,0.75,49000,Petrol,Individual,Manual
land cruiser,2010,35.0,92.6,78000,Diesel,Dealer,Manual
hero xoom 110 3g,2008,0.17,0.52,500000,Petrol,Individual,Automatic
corolla altis,2009,3.8,18.61,62000,Petrol,Dealer,Manual
corolla altis,2016,14.73,14.89,23000,Diesel,Dealer,Manual
city,2009,3.0,10.0,69562,Petrol,Dealer,Manual
sonata,2013,6.15,9.4,45000,Diesel,Dealer,Manual
dayz,2015,4.4,5.7,28200,Petrol,Dealer,Manual
corolla,2004,1.5,12.35,135154,Petrol,Dealer,Automatic
sonata,2017,9.25,9.4,15001,Petrol,Dealer,Manual
dzire,2014,5.5,8.06,45780,Diesel,Dealer,Manual
corolla altis,2012,5.85,18.61,72000,Petrol,Dealer,Manual
city,2016,9.5,11.6,33988,Diesel,Dealer,Manual
corolla altis,2009,3.8,18.61,62000,Petrol,Dealer,Manual
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic
fortuner,2012,14.9,30.61,104707,Diesel,Dealer,Automatic
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual
unique 150,2015,0.65,0.74,5000,Petrol,Individual,Manual
fx,2015,1.1,1.9,14000,Petrol,Individual,Manual
ciaz,2017,7.25,9.85,6900,Petrol,Dealer,Manual
Hero  Ignitor Disc,2013,0.2,0.65,24000,Petrol,Individual,Manual
faw v2 gd,2015,4.75,7.85,40000,Diesel,Dealer,Manual
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic
Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual
Yamaha FZ S V 2.0,2015,0.48,0.84,23000,Petrol,Individual,Manual
fortuner,2014,19.99,35.96,41000,Diesel,Dealer,Automatic
Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual
fortuner,2014,18.75,35.96,78000,Diesel,Dealer,Automatic
potohar,2016,5.25,7.6,17000,Petrol,Dealer,Manual
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual
fortuner,2017,33.0,36.23,6000,Diesel,Dealer,Automatic
elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic
yamaha ybr,2015,1.35,2.37,21700,Petrol,Individual,Manual
sonata,2017,9.25,9.4,15001,Petrol,Dealer,Manual
faw v2,2013,3.45,6.05,47000,Petrol,Dealer,Manual
elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic
Honda CB twister,2013,0.25,0.51,32000,Petrol,Individual,Manual
Hero Honda CBZ extreme,2011,0.38,0.787,75000,Petrol,Individual,Manual
corolla altis,2012,5.85,18.61,72000,Petrol,Dealer,Manual
fortuner,2013,16.0,30.61,135000,Diesel,Individual,Automatic
pridorR 160,2014,0.42,0.81,42000,Petrol,Individual,Manual
Honda CB Shine,2013,0.3,0.58,30000,Petrol,Individual,Manual
amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual
picanto,2013,3.5,5.9,9800,Petrol,Dealer,Manual
hero xoom 119,2017,0.45,0.51,4000,Petrol,Individual,Automatic
hondaDiscover 125,2011,0.15,0.57,35000,Petrol,Individual,Manual
Yamaha FZ 16,2015,0.75,0.82,18000,Petrol,Individual,Manual
Honda CBY  NS 200,2014,0.6,0.99,25000,Petrol,Individual,Manual
Honda CBR 150,2013,0.6,1.2,32000,Petrol,Individual,Manual
hondaDiscover 100,2013,0.27,0.47,21000,Petrol,Individual,Manual
Honda CB Hornet 160R,2016,0.6,0.87,15000,Petrol,Individual,Manual
faw v2,2014,4.75,6.95,45000,Diesel,Dealer,Manual
pridorR 160,2014,0.42,0.81,42000,Petrol,Individual,Manual
sonata,2013,5.11,9.4,36198,Petrol,Dealer,Automatic
corolla altis,2008,4.0,22.78,89000,Petrol,Dealer,Automatic
Suzuki Access 125,2008,0.25,0.58,1900,Petrol,Individual,Automatic
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic
suzuki 150,2016,1.15,1.4,35000,Petrol,Individual,Manual
corolla altis,2016,14.25,20.91,12000,Petrol,Dealer,Manual
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual
potohar,2011,2.9,6.79,31604,Petrol,Dealer,Manual
picanto,2014,5.3,6.8,16500,Petrol,Dealer,Manual
ciaz,2015,6.75,8.12,18796,Petrol,Dealer,Manual
faw v2,2013,3.45,6.05,47000,Petrol,Dealer,Manual
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual
mg hs,2014,11.25,16.09,58242,Diesel,Dealer,Manual
haval h6,2014,4.9,8.93,83000,Diesel,Dealer,Manual
ek wagon,2011,2.95,4.6,53460,Petrol,Dealer,Manual
faw v2,2015,4.5,7.27,40534,Petrol,Dealer,Manual
tucson,2015,11.25,13.6,68000,Diesel,Dealer,Manual
wagon r,2015,3.25,5.09,35500,CNG,Dealer,Manual
ek wagon,2013,4.0,4.6,30000,Petrol,Dealer,Manual
Honda Karizma,2011,0.35,1.05,30000,Petrol,Individual,Manual
Honda CB twister,2013,0.25,0.51,32000,Petrol,Individual,Manual
mg hs,2016,20.75,25.39,29000,Diesel,Dealer,Automatic
corolla altis,2011,4.35,13.74,88000,Petrol,Dealer,Manual
sonata,2012,4.5,9.4,36000,Petrol,Dealer,Manual
fx Classic 500,2012,0.95,1.75,11500,Petrol,Individual,Manual
sportage,2016,7.75,10.79,43000,Diesel,Dealer,Manual
yamaha ybr ,2014,1.15,2.4,7000,Petrol,Individual,Manual
sonata,2012,4.95,9.4,60000,Diesel,Dealer,Manual
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual
Hero  CBZ Xtreme,2008,0.2,0.787,50000,Petrol,Individual,Manual
suzuki 150,2016,1.15,1.4,35000,Petrol,Individual,Manual
corolla altis,2011,4.35,13.74,88000,Petrol,Dealer,Manual
Hero Passion Pro,2015,0.4,0.55,6700,Petrol,Individual,Manual
Honda CBR 150,2013,0.6,1.2,32000,Petrol,Individual,Manual
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual
hero xoom 110 3g,2008,0.17,0.52,500000,Petrol,Individual,Automatic
sonata,2015,8.25,9.4,61381,Diesel,Dealer,Manual
swift,2014,4.6,6.87,42450,Diesel,Dealer,Manual
santro,2012,2.0,4.43,23709,Petrol,Dealer,Manual
changan alsvin,2010,2.65,7.98,41442,Petrol,Dealer,Manual
swift,2013,4.15,5.87,55138,Petrol,Dealer,Manual
city,2013,5.25,9.9,54242,Petrol,Dealer,Manual
fx,2016,1.75,1.9,3000,Petrol,Individual,Manual
faw v2,2013,3.45,6.05,47000,Petrol,Dealer,Manual
city,2016,10.25,13.6,49562,Petrol,Dealer,Manual
dzire,2009,2.25,7.21,77427,Petrol,Dealer,Manual
ciaz,2014,7.5,12.04,15000,Petrol,Dealer,Automatic
ciaz,2015,6.75,8.12,18796,Petrol,Dealer,Manual
Hero Extreme,2013,0.65,0.787,16000,Petrol,Individual,Manual
Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual
dayz,2015,5.25,5.7,24678,Petrol,Dealer,Manual
yamaha ybr 125g 220,2016,0.72,0.95,500,Petrol,Individual,Manual
Yamaha FZ S V 2.0,2015,0.48,0.84,23000,Petrol,Individual,Manual
dayz,2015,5.15,5.7,34797,Petrol,Dealer,Automatic
mira,2014,2.5,3.46,45280,Petrol,Dealer,Manual
mg hs,2005,2.75,10.21,90000,Petrol,Individual,Manual
corolla altis,2016,14.73,14.89,23000,Diesel,Dealer,Manual
Honda Karizma,2010,0.31,1.05,213000,Petrol,Individual,Manual
mg hs,2017,23.0,25.39,15000,Diesel,Dealer,Automatic
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual
hero xoom 110 3g,2008,0.17,0.52,500000,Petrol,Individual,Automatic
sonata,2015,5.95,9.4,36000,Petrol,Dealer,Manual
ciaz,2017,7.75,9.29,37000,Petrol,Dealer,Automatic
swift,2011,3.0,4.99,20000,Petrol,Dealer,Manual
ciaz,2016,8.75,8.89,20273,Diesel,Dealer,Manual
land cruiser,2010,35.0,92.6,78000,Diesel,Dealer,Manual
mg hs,2016,20.75,25.39,29000,Diesel,Dealer,Automatic
vitz,2013,2.65,4.89,64532,Petrol,Dealer,Manual
mg hs,2017,23.0,25.39,15000,Diesel,Dealer,Automatic
corolla altis,2012,5.9,13.74,56000,Petrol,Dealer,Manual
Yamaha FZ  v 2.0,2016,0.6,0.84,25000,Petrol,Individual,Manual
Yamaha FZ S V 2.0,2015,0.48,0.84,23000,Petrol,Individual,Manual
yamaha ybr 125g 220,2017,0.75,0.95,3500,Petrol,Individual,Manual
fortuner,2015,23.0,30.61,40000,Diesel,Dealer,Automatic
dzire,2015,4.65,7.2,48767,Petrol,Dealer,Manual
zxmco kpr 200,2013,0.5,0.99,45000,Petrol,Individual,Manual
Honda ct 100,2015,0.18,0.32,35000,Petrol,Individual,Manual
mira,2014,2.55,3.98,46706,Petrol,Dealer,Manual
sonata,2012,5.35,9.4,32322,Diesel,Dealer,Manual
ek wagon,2012,3.1,4.6,35775,Petrol,Dealer,Manual
Honda CBR 150,2014,0.65,1.2,23500,Petrol,Individual,Manual
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual
fx,2016,1.75,1.9,3000,Petrol,Individual,Manual
sonata,2013,6.15,9.4,45000,Diesel,Dealer,Manual
sonata,2017,9.25,9.4,15001,Petrol,Dealer,Manual
picanto,2017,4.8,5.8,19000,Petrol,Dealer,Manual
sonata,2012,5.35,9.4,32322,Diesel,Dealer,Manual
vitz,2012,3.1,5.98,51439,Diesel,Dealer,Manual
sonata,2017,9.25,9.4,15001,Petrol,Dealer,Manual
hero xoom 119,2017,0.45,0.51,4000,Petrol,Individual,Automatic
fx,2013,1.0,1.47,46500,Petrol,Individual,Manual
sonata,2012,4.5,9.4,36000,Petrol,Dealer,Manual
faw v2 ,2014,4.1,6.8,39485,Petrol,Dealer,Manual
yamaha ybr 125g 220 dtsi,2015,0.6,0.95,16600,Petrol,Individual,Manual
mg hs,2016,20.75,25.39,29000,Diesel,Dealer,Automatic
ek wagon,2011,2.95,4.6,53460,Petrol,Dealer,Manual
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual
swift,2014,4.95,7.49,39000,Diesel,Dealer,Manual
corolla,2004,1.5,12.35,135154,Petrol,Dealer,Automatic
changan alsvin,2011,2.95,7.74,49998,CNG,Dealer,Manual
mira,2010,1.95,3.95,44542,Petrol,Dealer,Manual
santro,2015,2.75,4.43,28282,Petrol,Dealer,Manual
faw v2 gd,2015,4.75,7.85,40000,Diesel,Dealer,Manual
ciaz,2017,7.25,9.85,6900,Petrol,Dealer,Manual
faw v2,2015,4.5,7.27,40534,Petrol,Dealer,Manual
Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual
corolla altis,2016,14.25,20.91,12000,Petrol,Dealer,Manual
swift,2014,4.6,6.87,42450,Diesel,Dealer,Manual
Honda 125,2016,1.05,1.26,5700,Petrol,Individual,Manual
elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic
TVS Wego,2010,0.25,0.52,22000,Petrol,Individual,Automatic
ciaz,2014,7.5,12.04,15000,Petrol,Dealer,Automatic
mg hs,2017,19.75,23.15,11000,Petrol,Dealer,Automatic
fx,2017,1.2,1.47,11000,Petrol,Individual,Manual
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic
fortuner,2013,16.0,30.61,135000,Diesel,Individual,Automatic
tucson,2015,11.25,13.6,68000,Diesel,Dealer,Manual
sportage,2015,6.1,7.71,26000,Petrol,Dealer,Manual
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual
jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual
mg hs,2016,20.75,25.39,29000,Diesel,Dealer,Automatic
vitz,2013,2.65,4.89,64532,Petrol,Dealer,Manual
pridorR 180,2014,0.45,0.826,23000,Petrol,Individual,Manual
sonata,2012,5.2,9.4,71000,Diesel,Dealer,Manual
Yamaha FZ 16,2015,0.75,0.82,18000,Petrol,Individual,Manual
swift,2017,6.0,6.49,16200,Petrol,Individual,Manual
fx Classic 500,2009,0.9,1.75,40000,Petrol,Individual,Manual
fortuner,2015,23.0,30.61,40000,Diesel,Dealer,Automatic
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual
unique 150,2008,0.2,0.75,60000,Petrol,Individual,Manual
yamaha ybr ,2014,1.15,2.4,7000,Petrol,Individual,Manual
Honda Dream Yuga ,2017,0.48,0.54,8600,Petrol,Individual,Manual
fortuner,2010,9.65,20.45,50024,Diesel,Dealer,Manual
Hero Hunk,2007,0.2,0.75,49000,Petrol,Individual,Manual
changan alsvin,2011,2.95,7.74,49998,CNG,Dealer,Manual
Honda CBY  NS 200,2014,0.6,0.99,25000,Petrol,Individual,Manual
fortuner,2015,23.0,30.61,40000,Diesel,Dealer,Automatic
Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual
pridor 125,2016,0.5,0.55,31000,Petrol,Individual,Manual
changan alsvin,2011,2.95,7.74,49998,CNG,Dealer,Manual
yamaha ybr 125g Street 220,2011,0.45,0.95,24000,Petrol,Individual,Manual
fortuner,2010,9.65,20.45,50024,Diesel,Dealer,Manual
corolla altis,2009,3.8,18.61,62000,Petrol,Dealer,Manual
ek wagon,2011,2.55,4.43,57000,Petrol,Dealer,Manual
sonata,2012,4.5,9.4,36000,Petrol,Dealer,Manual
faw v2 g,2014,4.75,6.76,40000,Petrol,Dealer,Manual
yamaha ybr 125g 220,2016,0.72,0.95,500,Petrol,Individual,Manual
Yamaha FZ  v 2.0,2015,0.6,0.84,29000,Petrol,Individual,Manual
city,2009,3.35,11.0,87934,Petrol,Dealer,Manual
city,2015,8.55,13.09,60076,Diesel,Dealer,Manual
mg hs,2017,18.0,19.77,15000,Diesel,Dealer,Automatic
corolla,2004,1.5,12.35,135154,Petrol,Dealer,Automatic
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual
fx,2017,1.2,1.47,11000,Petrol,Individual,Manual
mg hs,2005,3.49,13.46,197176,Diesel,Dealer,Manual
camry,2006,2.5,23.73,142000,Petrol,Individual,Automatic
dayz,2015,5.15,5.7,34797,Petrol,Dealer,Automatic
dzire,2015,4.65,7.2,48767,Petrol,Dealer,Manual
wagon r,2006,1.05,4.15,65000,Petrol,Dealer,Manual
unique 150,2008,0.25,0.75,26000,Petrol,Individual,Manual
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual
sportage,2015,5.8,7.71,25870,Petrol,Dealer,Manual
ciaz,2015,6.85,10.38,51000,Diesel,Dealer,Manual
fortuner,2012,14.5,30.61,89000,Diesel,Dealer,Automatic
vitz,2014,3.35,5.59,27000,Petrol,Dealer,Manual
fortuner,2015,23.0,30.61,40000,Diesel,Dealer,Automatic
yamaha ybr 125g 220 dtsi,2015,0.6,0.95,16600,Petrol,Individual,Manual
swift,2014,4.95,7.49,39000,Diesel,Dealer,Manual
changan alsvin,2011,2.95,7.74,49998,CNG,Dealer,Manual
Honda CB twister,2013,0.25,0.51,32000,Petrol,Individual,Manual
sportage,2014,6.0,9.95,45000,Diesel,Dealer,Manual
potohar,2013,4.5,6.79,32000,Petrol,Dealer,Automatic
wagon r,2015,3.25,5.09,35500,CNG,Dealer,Manual
Hero Honda Passion Pro,2012,0.3,0.51,60000,Petrol,Individual,Manual
faw v2,2015,4.5,7.27,40534,Petrol,Dealer,Manual
swift,2014,4.6,6.87,42450,Diesel,Dealer,Manual
faw v2 ,2014,4.1,6.8,39485,Petrol,Dealer,Manual
santro,2016,2.9,4.43,12500,Petrol,Dealer,Manual
picanto,2014,5.3,6.8,16500,Petrol,Dealer,Manual
sportage,2015,6.1,7.71,26000,Petrol,Dealer,Manual
ciaz,2015,7.45,8.92,42367,Diesel,Dealer,Manual
Honda CB Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual
sonata,2013,5.95,9.4,49000,Diesel,Dealer,Manual
santro,2017,3.5,4.43,38488,Petrol,Dealer,Manual
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual
sonata,2017,9.1,9.4,15141,Petrol,Dealer,Manual
picanto,2016,5.5,5.97,5600,Petrol,Dealer,Manual
800,2003,0.35,2.28,127000,Petrol,Individual,Manual
mg hs,2005,3.51,13.7,75000,Petrol,Dealer,Manual
corolla altis,2016,14.25,20.91,12000,Petrol,Dealer,Manual
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual
picanto,2015,5.4,6.82,31427,Petrol,Dealer,Automatic
potohar,2011,2.9,6.79,31604,Petrol,Dealer,Manual
swift,2017,6.0,6.49,16200,Petrol,Individual,Manual
sonata,2012,4.95,9.4,60000,Diesel,Dealer,Manual
faw v2 gd,2015,4.75,7.85,40000,Diesel,Dealer,Manual
corolla altis,2016,14.25,20.91,12000,Petrol,Dealer,Manual
Hero  CBZ Xtreme,2008,0.2,0.787,50000,Petrol,Individual,Manual
vitz,2011,2.35,4.89,54200,Petrol,Dealer,Manual
Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual
elantra,2015,11.75,14.79,43535,Diesel,Dealer,Manual
mg hs,2005,2.75,10.21,90000,Petrol,Individual,Manual
corolla altis,2016,14.25,20.91,12000,Petrol,Dealer,Manual
Honda CB Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual
sonata,2013,5.95,9.4,49000,Diesel,Dealer,Manual
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual
potohar,2013,4.5,6.79,32000,Petrol,Dealer,Automatic
tucson,2016,11.25,13.6,22671,Petrol,Dealer,Manual
sonata,2015,5.95,9.4,36000,Petrol,Dealer,Manual
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual
Honda CB Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual
jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual
faw v2,2015,4.5,7.7,40588,Petrol,Dealer,Manual
vitz,2014,3.35,5.59,27000,Petrol,Dealer,Manual
pridorR 160,2014,0.42,0.81,42000,Petrol,Individual,Manual
fx,2015,1.1,1.9,14000,Petrol,Individual,Manual
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual
fortuner,2010,9.65,20.45,50024,Diesel,Dealer,Manual
sonata,2013,6.15,9.4,45000,Diesel,Dealer,Manual
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual
yamaha ybr ,2014,1.15,2.4,7000,Petrol,Individual,Manual
corolla altis,2009,3.8,18.61,62000,Petrol,Dealer,Manual
sportage,2016,7.75,10.79,43000,Diesel,Dealer,Manual
santro,2016,2.9,4.43,12500,Petrol,Dealer,Manual
changan alsvin,2011,2.95,7.74,49998,CNG,Dealer,Manual
mg hs,2017,18.0,19.77,15000,Diesel,Dealer,Automatic
pridorR 160,2012,0.6,0.81,19000,Petrol,Individual,Manual
mg hs,2005,2.75,10.21,90000,Petrol,Individual,Manual
potohar,2014,6.0,7.6,77632,Diesel,Dealer,Manual
Honda CB Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual
fx,2013,1.05,1.9,5400,Petrol,Individual,Manual
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual
alto 800,2017,2.85,3.6,2135,Petrol,Dealer,Manual
Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual
sonata,2012,5.2,9.4,71000,Diesel,Dealer,Manual
faw v2,2011,2.65,5.71,43000,Petrol,Dealer,Manual
corolla altis,2011,4.35,13.74,88000,Petrol,Dealer,Manual
Honda CB twister,2013,0.25,0.51,32000,Petrol,Individual,Manual
haval h6,2015,6.5,8.61,33429,Diesel,Dealer,Manual
fortuner,2015,23.0,30.61,40000,Diesel,Dealer,Automatic
ciaz,2015,6.85,10.38,51000,Diesel,Dealer,Manual
potohar,2011,2.9,6.79,31604,Petrol,Dealer,Manual
mg hs,2014,11.25,16.09,58242,Diesel,Dealer,Manual
santro,2012,2.0,4.43,23709,Petrol,Dealer,Manual
pridor,2017,0.65,0.81,11800,Petrol,Individual,Manual
fx,2013,1.25,1.5,15000,Petrol,Individual,Manual
santro,2016,2.9,4.43,12500,Petrol,Dealer,Manual
faw v2,2015,4.5,7.7,40588,Petrol,Dealer,Manual
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual
sportage,2014,6.0,9.95,45000,Diesel,Dealer,Manual
Hero Super Splendor,2005,0.2,0.57,55000,Petrol,Individual,Manual
mira,2014,2.55,3.98,46706,Petrol,Dealer,Manual
fortuner,2014,19.99,35.96,41000,Diesel,Dealer,Automatic
datsun,2017,1.45,1.6,1200,Petrol,Individual,Manual
picanto,2014,5.3,6.8,16500,Petrol,Dealer,Manual
changan alsvin,2010,2.65,7.98,41442,Petrol,Dealer,Manual
ciaz,2017,7.75,9.29,37000,Petrol,Dealer,Automatic
hero xoom 110 3g,2016,0.45,0.54,500,Petrol,Individual,Automatic
TVS Sport ,2017,0.48,0.52,15000,Petrol,Individual,Manual
dayz,2017,5.25,5.7,20114,Petrol,Dealer,Manual
yamaha ybr 125g 220 dtsi,2010,0.45,0.95,27000,Petrol,Individual,Manual
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual
jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual
mg hs,2017,23.0,25.39,15000,Diesel,Dealer,Automatic
Yamaha FZ S ,2012,0.4,0.83,5500,Petrol,Individual,Manual
ciaz,2017,7.25,9.85,6900,Petrol,Dealer,Manual
tucson,2016,12.9,13.6,35934,Diesel,Dealer,Manual
changan alsvin,2008,1.95,7.15,58000,Petrol,Dealer,Manual
Hero Honda Passion Pro,2012,0.3,0.51,60000,Petrol,Individual,Manual
Hero Glamour,2013,0.25,0.57,18000,Petrol,Individual,Manual
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual
800,2003,0.35,2.28,127000,Petrol,Individual,Manual
mg hs,2005,3.51,13.7,75000,Petrol,Dealer,Manual
picanto,2015,5.4,6.82,31427,Petrol,Dealer,Automatic
picanto,2017,4.8,5.8,19000,Petrol,Dealer,Manual
ciaz,2014,7.5,12.04,15000,Petrol,Dealer,Automatic
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual
city,2016,9.15,13.6,29223,Petrol,Dealer,Manual
dzire,2009,2.25,7.21,77427,Petrol,Dealer,Manual
